Nome;Latitudine;Longitudine;Indirizzo;Categoria;Macro_Categoria;p1_capire_diagnosi_orientarsi;p2_gestire_quotidianità;p3_uscire_casa_restare_attivo;p4_non_isolarsi;p5_comportamento_memoria;p6_questioni_pratiche_burocratiche;p7_caregiver;Fonte;Telefono;Web;Nome_icona
CAAF CGIL / Patronato INCA — Via Mercantini;45,4866507;9,1984296;Via Mercantini Luigi 15, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Via Oglio;45,4403767;9,2185666;Via Oglio 16, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Via Padova;45,4889184;9,2204733;Via Padova 36, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Via Papi Lazzaro;45,4756863;9,2071426;Via Papi Lazzaro 10, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Via Rogoredo;45,43094;9,24392;Via Rogoredo 41, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Viale Faenza;45,4368013;9,1543083;Viale Faenza 1, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Via Volturno;45,4883137;9,1909314;Via Volturno 43, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
CAAF CGIL / Patronato INCA — Piazza Anita Garibaldi;45,4626704;9,0879611;Piazza Anita Garibaldi 1, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.cgil.milano.it/servizi/inca-patronato/;Tel. 02 301919;cgil.milano.it;icon-sportello-locale.png
Patronato INAS CISL — Via Benedetto Marcello (sede centrale);45,4805109;9,2081486;Via Benedetto Marcello 18, Milano;Patronato / CAF;sociale;;;;;;"Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE; sportello disabilità dedicato (con FNP CISL)";;https://inas.it/ | https://inas.it/tutto-su-salute-e-benessere/2614-riconoscimento-di-invalidita-civile-handicap-e-disabilita.html;Tel. 02 29525021 — Numero verde 800249307;milano@inas.it — inas.it;icon-sportello-locale.png
Patronato INAS CISL — Largo Scalabrini;45,4496681;9,1408467;Largo Scalabrini 6, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://inas.it/;Tel. 02 20525607;inas.it;icon-sportello-locale.png
Patronato INAS CISL — Piazzale Selinunte;45,4724167;9,1382813;Piazzale Selinunte 6, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://inas.it/;Tel. 02 20525547;inas.it;icon-sportello-locale.png
Patronato INAS CISL — Via Fiorani;45,5316937;9,2332175;Via Fiorani 89, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://inas.it/;Tel. 02 20525615;inas.it;icon-sportello-locale.png
Patronato INAS CISL — Via Garibaldi;45,444991;9,0973036;Via Garibaldi 25, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://inas.it/;Tel. 02 20525473;inas.it;icon-sportello-locale.png
Patronato INAS CISL — Via dei Mille;45,4248;9,11157;Via Dei Mille 14, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://inas.it/;Tel. 02 20525293;inas.it;icon-sportello-locale.png
Patronato INAS CISL — Via Valassina (nuova sede CISL);45,50009;9,18767;Via Valassina 22, Milano;Patronato / CAF;sociale;;;;;;"Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE; sportello disabilità dedicato";;https://inas.it/;Numero verde 800249307;inas.it;icon-sportello-locale.png
Patronato ITAL UIL — Via Campanini (sede centrale);45,4863581;9,1981887;Via Campanini 7, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://uilmilanolombardia.it/;Tel. 02 671103409;milano@pec.italuil.it — uilmilanolombardia.it;icon-sportello-locale.png
Patronato ACLI — Via della Signora (sede provinciale);45,4616773;9,1963027;Via della Signora 3, Milano;Patronato / CAF;sociale;;;;;;"Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE; sportello Amministratore di Sostegno gratuito (mar 10-12, mer 14-16)";;https://www.aclimilano.it/invalidita-civile/;Tel. 02 255 44 777 (tasto 3);appuntamenti.mi@patronato.acli.it — aclimilano.it;icon-sportello-locale.png
Patronato ACLI — Via Ripa di Porta Ticinese;45,4486436;9,1609693;Via Ripa di Porta Ticinese 111, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.aclimilano.it/invalidita-civile/;Tel. 02 77231;aclimilano.it;icon-sportello-locale.png
Patronato ACLI — Via Albani;45,4796449;9,1475982;Via Albani 21, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.aclimilano.it/invalidita-civile/;Tel. 02 77231;aclimilano.it;icon-sportello-locale.png
Patronato ACLI — Viale Lucania;45,4414424;9,2245281;Viale Lucania 12, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.aclimilano.it/invalidita-civile/;Tel. 02 77231;aclimilano.it;icon-sportello-locale.png
Patronato ACLI — Via Conte Rosso;45,482009;9,2425015;Via Conte Rosso 7, Milano;Patronato / CAF;sociale;;;;;;Domanda invalidità civile, indennità di accompagnamento, riconoscimento L.104, ISEE;;https://www.aclimilano.it/invalidita-civile/;Tel. 02 77231;aclimilano.it;icon-sportello-locale.png
Centro Polo Mozart;45,4542533;9,1960954;Corso di Porta Vigentina 15, Milano;Centro socio-ricreativo;sociale;;;;"Attività ricreative e di aggregazione per anziani (lun-ven pomeriggio); tombola, ginnastica dolce, ballo";;;;https://www.polomozart.org;Tel. 0288440330;www.polomozart.org;icon-centro-socio-ricreativo.png
Centro Il Sorriso;45,4915244;9,2413663;Via Crescenzago 56, Milano;Centro socio-ricreativo;sociale;;;Ginnastica dolce, yoga, tai chi;"Ballo, corsi, gite e visite guidate; socializzazione";;;;https://csrcsorriso.altervista.org;Tel. 3755132437;csrcsorriso.altervista.org;icon-centro-socio-ricreativo.png
Centro Ricordi;45,48047;9,20672;Via Ruggero Boscovich 42, Milano;Centro socio-ricreativo;sociale;;;"Ginnastica dolce, yoga, tai chi, attività ludiche; giornate di ballo la domenica";"Attività di socializzazione e aggregazione per anziani; Alzheimer Café 2 volte/mese";Alzheimer Café: stimolazione cognitiva, arteterapia, musicoterapia;;Alzheimer Café: spazio d'ascolto per caregiver (2 volte/mese);https://piccoloprincipeonlus.org/alzheimer-cafe/;Tel. 0220245017;—;icon-centro-socio-ricreativo.png
Centro Aldini;45,51171;9,13162;Via Aldini 72, Milano;Centro socio-ricreativo;sociale;;;Ginnastica dolce, yoga, coro, balli di gruppo;"Tombola, università terza età, viaggi; aggregazione sociale per anziani";;;;https://www.ats-milano.it/ats/carta-servizi/guida-servizi/assistenza-sociosanitaria/case-comunita/casa-comunita;Tel. 0233294779;—;icon-centro-socio-ricreativo.png
Gruppo di Cammino ATS — Giardini Montanelli;45,4736604;9,2038038;Corso Venezia 57, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS (min. 2 volte/settimana, ~1 ora);"Attività collettiva in spazio urbano aperto; socializzazione e protagonismo sociale";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Gorla Piazza Piccoli Martiri;45,504453;9,2243378;Piazza Piccoli Martiri, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Quartiere Adriano;45,5145278;9,2488305;Via Trasimeno 41, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Quartiere Precotto;45,5132014;9,2276393;Via Bigiogera, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco Lambro;45,4911696;9,2392295;Via Feltre, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Giardino Marcello Candia;45,4470237;9,2162737;Via Colletta, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco Galli;45,4450203;9,2413998;Via Salomone, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Via San Vigilio;45,4294315;9,1606116;Via San Vigilio 43, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco Baden Powell;45,4466097;9,1685751;Via Argelati, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco delle Cave;45,4599162;9,1037002;Via Bianca Milesi, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Centro Carlo Poma;45,4774801;9,0880962;Via Caio Mario 18, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco Boscoincitta Figino;45,4940801;9,0789462;Via Ponte del Giuscano, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco Montestella;45,4873596;9,1305572;Via Terzaghi, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Centro Ricreativo Culturale 77;45,5052545;9,1283007;Via Sapri 79, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Quartiere Boldinasco;45,4948;9,13422;Via Giovanni della Casa 19, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Gruppo di Cammino ATS — Parco Villa Litta;45,517047;9,1707707;Viale Affori 2, Milano;Gruppo di cammino ATS;sociale;;;Camminata di gruppo guidata da walking leader ATS;"Attività collettiva in spazio urbano aperto; socializzazione";;;;https://www.ats-milano.it/gruppi-cammino;PromozioneSalute@ats-milano.it;ats-milano.it/gruppi-cammino;icon-gdc.png
Centri di Ascolto Parrocchiali / Caritas;;;X;Rete parrocchiale / terzo settore;sociale;;;;Ascolto e accoglienza (da verificare);;;Orientamento e supporto sociale (da verificare);;—;—;icon-centro-di-ascolto.png
Walter Vinci ONLUS;45,46805;9,14782;Via Correggio 65, Milano;Associazione / terzo settore;sociale;;;"MoViMenti (danzamovimentoterapia); FantaOrto (giardinaggio terapeutico); SonoraMente (musicoterapia/canto corale per Alzheimer)";"Laboratori occupazionali e di socializzazione intergenerazionale; attività aperte a familiari e caregiver";SonoraMente: musicoterapia per riduzione disturbi comportamentali e mantenimento capacità residue;A Cuor Leggero: sostegno psicologico con metodo biblioterapeutico;"Gruppo di auto-mutuo-aiuto per caregiver familiari; A Cuor Leggero: sostegno psicologico con biblioterapia";https://www.waltervincionlus.it/servizi-e-attivita/ | https://www.waltervincionlus.it/progetti/sonoramente/;Tel. 0236740895 — 3755950805;info@waltervincionlus.it;icon-associazione.png
Le Compagnie Malviste APS;45,47103;9,10929;Via Fratelli Zoia 89, Milano;Associazione di promozione sociale;sociale;;;Teatro Fragile/Maneggiare con cura: laboratorio psicosociale teatrale per persone con Alzheimer e demenze lievi-moderate;"Alzheimer Café teatrale ad accesso libero; performance in spazi urbani aperte alla comunità";Interventi psicosociali di tipo artistico per riduzione isolamento e mantenimento qualità di vita;;"Laboratorio aperto anche a caregiver e familiari; spazio di confronto e condivisione";https://www.lecompagniemalviste.org/teatro-fragile/ | https://alconfine.net/alzheimer-cafe/alzheimer-cafe-zona-9/;Tel. 3518009578;segreteria@lecompagniemalviste.org;icon-associazione.png
ACLI Colf;45,4615363;9,1961926;Via Della Signora, Milano;Patronato / terzo settore;sociale;;;;;;Gestione contrattuale e amministrativa di colf e assistenti familiari (contratto badante, contributi);Gestione contrattuale e amministrativa di colf/assistenti familiari;https://www.aclimilano.it/assistenza-domiciliare/;Tel. 027723284;colf@aclimilano.com;icon-sportello-locale.png
Fondazione Ravasi-Garzanti;;;X;Fondazione / terzo settore;sociale;"Orientamento informativo e psicologico sul percorso di cura; consulenza per valutare soluzioni di assistenza";;;;;"Aiuti economici a famiglie segnalate dai servizi sociali (con ISEE); consulenza legale (amministratore di sostegno, invalidità) via Associazione Il Cerchio";"Supporto psicologico al caregiver; Progetto Curami&Proteggimi: percorsi personalizzati e continuativi per famiglie";https://fondazioneravasi-garzanti.org/progetto-alzheimer/ | https://www.curamieproteggimi.it/partnership/progetto-alzheimer/;Tel. 0231059761;—;icon-associazione.png
AUSER — Filo d'Argento;;;X;Associazione / terzo settore;sociale;;Trasporto per pazienti autonomi nella deambulazione (volontari con mezzo proprio);;"Accompagnamento sociale dei volontari; riduzione isolamento";;;;https://www.ats-milano.it/gruppi-cammino;Tel. 0226826320 (tasto 1);—;icon-associazione.png
Associazione ALATHA;;;X;Associazione / terzo settore;sociale;;Trasporto pazienti con e senza difficoltà di deambulazione (servizio a pagamento);;;;;;https://alatha.org;Tel. 02422571;ufficiotrasporti@alatha.it — alatha.org;icon-associazione.png
